created_at,source,quote
2025-11-15T17:16:57.190104,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris once scored 8000 in a bowling game by using his own balls.
2025-11-15T17:16:57.190110,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris once got an A+ for eating his essay and calling his 7th Grade teacher a pussy.
2025-11-15T17:16:57.190115,https://api.chucknorris.io/jokes/search?query=all,Pluto is actually an orbiting group of British soldiers from the American Revolution who entered space after the Chuck gave them a roundhouse kick to the face.
2025-11-15T17:16:57.190122,https://api.chucknorris.io/jokes/search?query=all,The phrase 'balls to the wall' was originally conceived to describe Chuck Norris entering any building smaller than an aircraft hangar.
2025-11-15T17:16:57.190129,https://api.chucknorris.io/jokes/search?query=all,"One time, Chuck Norris accidentally stubbed his toe. It destroyed the entire state of Ohio."
2025-11-15T17:16:57.190134,https://api.chucknorris.io/jokes/search?query=all,The Holy Trinity is actually Chuck Norris' mammoth wang and gonads.
2025-11-15T17:16:57.190139,https://api.chucknorris.io/jokes/search?query=all,"A handicapped parking sign does not signify that this spot is for handicapped people. It is actually in fact a warning, that the spot belongs to Chuck Norris and that you will be handicapped if you park there."
2025-11-15T17:16:57.190147,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris never actually gets hit by punches and kicks, he actually is performing a fighting style where he smashes the limbs of his foes with his face."
2025-11-15T17:16:57.190154,https://api.chucknorris.io/jokes/search?query=all,"At some point, you go past ""dangerous"" into ""insane"". Beyond that on the spectrum, you have ""homicidal"", ""a national threat"" and finally a category that experts have simply named, ""Chuck Norris""."
2025-11-15T17:16:57.190162,https://api.chucknorris.io/jokes/search?query=all,The last digit of pi is Chuck Norris. He is the end of all things.
2025-11-15T17:16:57.190167,https://api.chucknorris.io/jokes/search?query=all,"Scientifically speaking, it is impossible to charge Chuck Norris with ""obstruction of justice."" This is because even Chuck Norris cannot be in two places at the same time."
2025-11-15T17:16:57.190174,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris once challenged Lance Armstrong in a ""Who has more testicles?"" contest. Chuck Norris won by 5."
2025-11-15T17:16:57.190180,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris has never been in a fight, ever. Do you call one roundhouse kick to the face a fight?"
2025-11-15T17:16:57.190185,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris invented his own type of karate. It's called Chuck-Will-Kill.
2025-11-15T17:16:57.190190,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris can ski on lava and roast marshmallows on snow.
2025-11-15T17:16:57.190195,https://api.chucknorris.io/jokes/search?query=all,"Once you go Norris, you are physically unable to go back."
2025-11-15T17:16:57.190200,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris runs on batteries. Specifically, Die Hards."
2025-11-15T17:16:57.190205,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris once ate four 30lb bowling balls without chewing.
2025-11-15T17:16:57.190210,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris is ten feet tall, weighs two-tons, breathes fire, and could eat a hammer and take a shotgun blast standing."
2025-11-15T17:16:57.190216,https://api.chucknorris.io/jokes/search?query=all,"Tom Clancy has to pay royalties to Chuck Norris because ""The Sum of All Fears"" is the name of Chuck Norris' autobiography."
2025-11-15T17:16:57.190222,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris was the orginal sculptor of Mount Rushmore. He completed the entire project using only a bottle opener and a drywall trowel.
2025-11-15T17:16:57.190229,https://api.chucknorris.io/jokes/search?query=all,Not everyone that Chuck Norris is mad at gets killed. Some get away. They are called astronauts.
2025-11-15T17:16:57.190234,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris once cut a man into two equal diametrically opposing sections by giving him a wedgie.
2025-11-15T17:16:57.190240,https://api.chucknorris.io/jokes/search?query=all,"All arrays Chuck Norris declares are of infinite size, because Chuck Norris knows no bounds."
2025-11-15T17:16:57.190245,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris' house has no doors, only walls that he walks through."
2025-11-15T17:16:57.190250,https://api.chucknorris.io/jokes/search?query=all,"When Chuck Norris farts out loud, no one dares laugh. They all go home and die due to fart poisoning, Chuck Norris Fart Poisoning."
2025-11-15T17:16:57.190257,https://api.chucknorris.io/jokes/search?query=all,"The phrase 'break a leg' was originally coined by Chuck Norris's co-stars in Walker, Texas Ranger as a good luck charm, indicating that a broken leg might be the worst extent of their injuries. This never proved to be the case."
2025-11-15T17:16:57.190265,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris is the ultimate mutex, all threads fear him."
2025-11-15T17:16:57.190270,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris can't finish a ""color by numbers"" because his markers are filled with the blood of his victims. Unfortunately, all blood is dark red."
2025-11-15T17:16:57.190276,https://api.chucknorris.io/jokes/search?query=all,It is better to give than to receive. This is especially true of a Chuck Norris roundhouse kick.
2025-11-15T17:16:57.190282,https://api.chucknorris.io/jokes/search?query=all,Thousands of years ago Chuck Norris came across a bear. It was so terrified that it fled north into the arctic. It was also so terrified that all of its decendents now have white hair.
2025-11-15T17:16:57.190290,https://api.chucknorris.io/jokes/search?query=all,Ninjas want to grow up to be just like Chuck Norris. But usually they grow up just to be killed by Chuck Norris.
2025-11-15T17:16:57.190296,https://api.chucknorris.io/jokes/search?query=all,"Captain Planet once told Chuck Norris that he had control over all the elements - earth, water, wind and fire. Chuck Norris then drowned him in fire and blew him six feet under, thereby utilizing all four elements to move the good captain asunder. (It should be noted here that Chuck Norris, for the first time ever, deviated from using his signature roundhouse kick.)"
2025-11-15T17:16:57.190307,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris can hammer an nail into the wall with a roundhouse kick
2025-11-15T17:16:57.190312,https://api.chucknorris.io/jokes/search?query=all,"CNN was originally created as the ""Chuck Norris Network"" to update Americans with on-the-spot ass kicking in real-time."
2025-11-15T17:16:57.190318,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris can kick through all 6 degrees of separation, hitting anyone, anywhere, in the face, at any time."
2025-11-15T17:16:57.190325,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris built a time machine and went back in time to stop the JFK assassination. As Oswald shot, Chuck met all three bullets with his beard, deflecting them. JFK's head exploded out of sheer amazement."
2025-11-15T17:16:57.190338,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris doesn't actually write books, the words assemble themselves out of fear."
2025-11-15T17:16:57.190344,https://api.chucknorris.io/jokes/search?query=all,This year's Chuck Norris Super Sunday Super Bowl party was catered by Chick-fil-A and all other party items delivered by Hobby Lobby
2025-11-15T17:16:57.190351,https://api.chucknorris.io/jokes/search?query=all,It is scientifically impossible for Chuck Norris to have had a mortal father. The most popular theory is that he went back in time and fathered himself.
2025-11-15T17:16:57.190358,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris is the only man who has, literally, beaten the odds. With his fists."
2025-11-15T17:16:57.190363,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris doesn't stub his toes. He accidentally destroys chairs, bedframes, and sidewalks."
2025-11-15T17:16:57.190369,https://api.chucknorris.io/jokes/search?query=all,How much wood would a woodchuck chuck if a woodchuck could Chuck Norris? All of it.
2025-11-15T17:16:57.190374,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris is the father of all WMDs.
2025-11-15T17:16:57.190379,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris is the only person in the world that can actually email a roundhouse kick.
2025-11-15T17:16:57.190384,https://api.chucknorris.io/jokes/search?query=all,We live in an expanding universe. All of it is trying to get away from Chuck Norris.
2025-11-15T17:16:57.190390,https://api.chucknorris.io/jokes/search?query=all,"This little piggy went to the market,this little piggy stayed home,this little piggy went we we we all the way home because Chuck Norris delivered a fatal roundhouse kick to the other piggy."
2025-11-15T17:16:57.190397,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris' erections always last for over 4 hours. Only his wife needs to call a doctor for erections that last that long.
2025-11-15T17:16:57.190403,https://api.chucknorris.io/jokes/search?query=all,Faster than a speeding bullet... More powerful than a locomotive... Able to leap tall buildings in a single bound... These are some of Chuck Norris's warm-up exercises.
2025-11-15T17:16:57.190410,https://api.chucknorris.io/jokes/search?query=all,"There is no theory of evolution, just a list of creatures Chuck Norris allows to live."
2025-11-15T17:16:57.190415,https://api.chucknorris.io/jokes/search?query=all,"All roads lead to Chuck Norris. And by the transitive property, a roundhouse kick to the face."
2025-11-15T17:16:57.190421,https://api.chucknorris.io/jokes/search?query=all,"""Sweating bullets"" is literally what happens when Chuck Norris gets too hot."
2025-11-15T17:16:57.190426,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris has a sign in his front yard that reads, ""Beware of Chuck Norris."" This is not a joke. He actually has one."
2025-11-15T17:16:57.190432,https://api.chucknorris.io/jokes/search?query=all,The Great Wall of China was originally created to keep Chuck Norris out. It failed miserably.
2025-11-15T17:16:57.190438,https://api.chucknorris.io/jokes/search?query=all,"MySpace actually isn't your space, it's Chuck's (he just lets you use it)."
2025-11-15T17:16:57.190443,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris can install iTunes without installing Quicktime.
2025-11-15T17:16:57.190448,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris Plays paintball with Al Qaeda.
2025-11-15T17:16:57.190453,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris originally appeared in the ""Street Fighter II"" video game, but was removed by Beta Testers because every button caused him to do a roundhouse kick. When asked about this glitch, Norris replied ""That's no glitch."""
2025-11-15T17:16:57.190461,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris does not need to type-cast. The Chuck-Norris Compiler (CNC) sees through things. All way down. Always.
2025-11-15T17:16:57.190467,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris doesn't need garbage collection because he doesn't call .Dispose(), he calls .DropKick()."
2025-11-15T17:16:57.190472,https://api.chucknorris.io/jokes/search?query=all,All browsers support the hex definitions #chuck and #norris for the colors black and blue.
2025-11-15T17:16:57.190478,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris plays paintball with live ammunition in Afghanistan.
2025-11-15T17:16:57.190483,https://api.chucknorris.io/jokes/search?query=all,Allstate is in good hands with Chuck Norris
2025-11-15T17:16:57.190488,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris gargles ball bearings.
2025-11-15T17:16:57.190492,https://api.chucknorris.io/jokes/search?query=all,CHUCK NORRIS WILL KILL YOU ALL!
2025-11-15T17:16:57.190497,https://api.chucknorris.io/jokes/search?query=all,"Wilt Chamberlain claims to have slept with more than 20,000 women in his lifetime. Chuck Norris calls this ""a slow Tuesday."""
2025-11-15T17:16:57.190503,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris decided he needed to have a pet. He looked at dogs and cats then ended up getting a pet alligator named Fluffy.
2025-11-15T17:16:57.190509,https://api.chucknorris.io/jokes/search?query=all,All good things must come to an end...... When Chuck Norris says stop.
2025-11-15T17:16:57.190514,https://api.chucknorris.io/jokes/search?query=all,They say that the size and value of a man's car is inversely proportional to the size of his manhood. That must be why Chuck Norris usually gets around on a pair of rollerskates. And a wheelbarrow.
2025-11-15T17:16:57.190522,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris once had a heckler call him ""Chuckie"". Chuck kicked him so hard he was arrested for speeding 2 blocks away."
2025-11-15T17:16:57.190528,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris can sing with his feet and walk on his eyeballs.
2025-11-15T17:16:57.190533,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris was an only child...eventually.
2025-11-15T17:16:57.190538,https://api.chucknorris.io/jokes/search?query=all,"""Brokeback Mountain"" is not just a movie. It's also what Chuck Norris calls the pile of dead ninjas in his front yard."
2025-11-15T17:16:57.190544,https://api.chucknorris.io/jokes/search?query=all,"As a teen, Chuck Norris had sex with every nun in a convent tucked away in the hills of Tuscany. Nine months later the nuns gave birth to the 1972 Miami Dolphins, the only undefeated and untied team in professional football history."
2025-11-15T17:16:57.190552,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris can power-shit a large ball bearing through your skull from half a mile away.
2025-11-15T17:16:57.190558,https://api.chucknorris.io/jokes/search?query=all,"Whenever Chuck Norris sees a world touched by war, thousands of soldiers dying and mortars exploding, guns guns and more guns are firing....He really just wants to nuke the crap outta it."
2025-11-15T17:16:57.190565,https://api.chucknorris.io/jokes/search?query=all,Bill Gates thinks he's Chuck Norris. Chuck Norris actually laughed. Once.
2025-11-15T17:16:57.190570,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris injects hot coffee directly into his eyeballs.
2025-11-15T17:16:57.190575,https://api.chucknorris.io/jokes/search?query=all,"In honor of Chuck Norris, all McDonald's in Texas have an even larger size than the super-size. When ordering, just ask to be Chucksized."
2025-11-15T17:16:57.190581,https://api.chucknorris.io/jokes/search?query=all,"The Bible was originally titled ""Chuck Norris and Friends"""
2025-11-15T17:16:57.190586,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris once sued Burger King after they refused to put razor wire in his Whopper Jr, insisting that that actually is ""his"" way."
2025-11-15T17:16:57.190593,https://api.chucknorris.io/jokes/search?query=all,"When in a bar, you can order a drink called a ""Chuck Norris"". It is also known as a ""Bloody Mary"", if your name happens to be Mary."
2025-11-15T17:16:57.190604,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris has the greatest Poker-Face of all time. He won the 1983 World Series of Poker, despite holding only a Joker, a Get out of Jail Free Monopoloy card, a 2 of clubs, 7 of spades and a green #4 card from the game UNO."
2025-11-15T17:16:57.190613,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris can drink an entire gallon of milk in thirty-seven seconds.
2025-11-15T17:16:57.190618,https://api.chucknorris.io/jokes/search?query=all,"Teenage Mutant Ninja Turtles is based on a true story: Chuck Norris once swallowed a turtle whole, and when he crapped it out, the turtle was six feet tall and had learned karate."
2025-11-15T17:16:57.190625,https://api.chucknorris.io/jokes/search?query=all,"The opening scene of the movie ""Saving Private Ryan"" is loosely based on games of dodgeball Chuck Norris played in second grade."
2025-11-15T17:16:57.190631,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris used to play baseball. When Babe Ruth was hailed as the better player, Chuck Norris killed him with a baseball bat to the throat. Lou Gehrig got off easy."
2025-11-15T17:16:57.190638,https://api.chucknorris.io/jokes/search?query=all,Most tough men eat nails for breakfast. Chuck Norris does all of his grocery shopping at Home Depot.
2025-11-15T17:16:57.190644,https://api.chucknorris.io/jokes/search?query=all,"MacGyver can build an airplane out of gum and paper clips, but Chuck Norris can roundhouse-kick his head through a wall and take it."
2025-11-15T17:16:57.190650,https://api.chucknorris.io/jokes/search?query=all,There are no steroids in baseball. Just players Chuck Norris has breathed on.
2025-11-15T17:16:57.190655,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris plays racquetball with a waffle iron and a bowling ball.
2025-11-15T17:16:57.190661,https://api.chucknorris.io/jokes/search?query=all,"When Chuck Norris calls 1-900 numbers, he doesn't get charged. He holds up the phone and money falls out."
2025-11-15T17:16:57.190666,https://api.chucknorris.io/jokes/search?query=all,Science Fact: Roundhouse kicks are comprised primarily of an element called Chucktanium.
2025-11-15T17:16:57.190672,https://api.chucknorris.io/jokes/search?query=all,It is believed dinosaurs are extinct due to a giant meteor. That's true if you want to call Chuck Norris a giant meteor.
2025-11-15T17:16:57.190678,https://api.chucknorris.io/jokes/search?query=all,"In a tagteam match, Chuck Norris was teamed with Hulk Hogan against King Kong Bundy and Andre The Giant. He pinned all 3 at the same time."
2025-11-15T17:16:57.190684,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris is actually the front man for Apple. He let's Steve Jobs run the show when he's on a mission. Chuck Norris is always on a mission.
2025-11-15T17:16:57.190691,https://api.chucknorris.io/jokes/search?query=all,"When Chuck Norris falls in water, Chuck Norris doesn't get wet. Water gets Chuck Norris."
2025-11-15T17:16:57.190696,https://api.chucknorris.io/jokes/search?query=all,"When J. Robert Oppenheimer said ""I am become death, the destroyer Of worlds"", He was not referring to the atomic bomb. He was referring to the Chuck Norris halloween costume he was wearing."
2025-11-15T17:16:57.190703,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris originally wrote the first dictionary. The definition for each word is as follows - A swift roundhouse kick to the face.
2025-11-15T17:16:57.190710,https://api.chucknorris.io/jokes/search?query=all,Magicians always have an extra trick up their sleeve. Chuck Norris has an extra pair of balls up his.
2025-11-15T17:16:57.190715,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris discovered a new species of butterfy. The aptly named Chucknorrriscus Mortalitas (striking butterfly of death). It goes high into the air and takes a dramatic dive to crash into a human skull, literally splitting it open, giving the human only a few seconds to live after that. Then, it feeds on the human brain."
2025-11-15T17:16:57.190726,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris once competed in the Iditarod Sled Dog Race pulling his team of 12 dogs, the sled, 4 SUVs, and a tank batallion. He finished 115 hours before the runner-up."
2025-11-15T17:16:57.190733,https://api.chucknorris.io/jokes/search?query=all,Neil Armstrong finally wore out Chuck Norris' patience.
2025-11-15T17:16:57.190738,https://api.chucknorris.io/jokes/search?query=all,Lance Armstrong finally admitted to his steroid use simply because Chuck Norris warned him that he would bite the other one off.
2025-11-15T17:16:57.190744,https://api.chucknorris.io/jokes/search?query=all,"When Chuck Norris was a bartender he invented a drink called the ""Colon Slammer"". It was made with Vodka and Prune juice."
2025-11-15T17:16:57.190750,https://api.chucknorris.io/jokes/search?query=all,"Little known fact: Chuck Norris was a massive Doors fan, and for a while used to insist on being called Chuck Norrison. Then he heard that the singer moved to France, then scared him to death in the bathtub."
2025-11-15T17:16:57.190758,https://api.chucknorris.io/jokes/search?query=all,All ten of Chuck Norris' fingers are middle fingers.
2025-11-15T17:16:57.190763,https://api.chucknorris.io/jokes/search?query=all,It is scientifically impossible for Chuck Norris to have had a mortal father. He went back in time and fathered himself.
2025-11-15T17:16:57.190769,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris was at the zoo and accidentally fell into the lion pen. A fierce male lion charged up to Chuck, then politely showed him to the exit gate."
2025-11-15T17:16:57.190775,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris lettered in 14 sports in high school. He would have had won letters in 15 if ass-kicking had been an officially recognized sport.
2025-11-15T17:16:57.190782,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris can call himself on his own cell phone and not get a busy signal.
2025-11-15T17:16:57.190787,https://api.chucknorris.io/jokes/search?query=all,"When the power went out at a Dallas TX shopping mall, Chuck Norris single-handedly rescued 14 blondes that were trapped on the escalators."
2025-11-15T17:16:57.190793,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris' balls make a pumpkin look like a bronze bb.
2025-11-15T17:16:57.190798,https://api.chucknorris.io/jokes/search?query=all,Only Chuck Norris is allowed to take a dump off the Golden Gate Bridge. Onlookers boating in the bay celebrate the event by getting shit faced before the party drinking begins.
2025-11-15T17:16:57.190805,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris once launched a massive reverse roundhouse kick at a man's face, missed and struck a conrete wall. The man died anyway from the percussion shock."
2025-11-15T17:16:57.190812,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris once thought that he a hemorrhoid on his asshole. When it fell off, he discovered is was actually a huge tick that died from blood poisoning."
2025-11-15T17:16:57.190819,https://api.chucknorris.io/jokes/search?query=all,Teenage Mutant Ninja Turtles is based on a true story: Chuck Norris once ate a whole turtle and when he crapped it out it was six feet tall and had learned karate.
2025-11-15T17:16:57.190826,https://api.chucknorris.io/jokes/search?query=all,"Before Chuck Norris was born, the martial arts weapons with two wooden rods attached to a chain were originally called Nunwaldos. Nobody knows what happened to Waldo but they are still looking for him."
