source,quote
https://api.chucknorris.io/jokes/search?query=all,"MacGyver can build an airplane out of gum and paper clips, but Chuck Norris can roundhouse-kick his head through a wall and take it."
https://api.chucknorris.io/jokes/search?query=all,There are no steroids in baseball. Just players Chuck Norris has breathed on.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris plays racquetball with a waffle iron and a bowling ball.
https://api.chucknorris.io/jokes/search?query=all,"When Chuck Norris calls 1-900 numbers, he doesn't get charged. He holds up the phone and money falls out."
https://api.chucknorris.io/jokes/search?query=all,Science Fact: Roundhouse kicks are comprised primarily of an element called Chucktanium.
https://api.chucknorris.io/jokes/search?query=all,It is believed dinosaurs are extinct due to a giant meteor. That's true if you want to call Chuck Norris a giant meteor.
https://api.chucknorris.io/jokes/search?query=all,"In a tagteam match, Chuck Norris was teamed with Hulk Hogan against King Kong Bundy and Andre The Giant. He pinned all 3 at the same time."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris is actually the front man for Apple. He let's Steve Jobs run the show when he's on a mission. Chuck Norris is always on a mission.
https://api.chucknorris.io/jokes/search?query=all,"When Chuck Norris falls in water, Chuck Norris doesn't get wet. Water gets Chuck Norris."
https://api.chucknorris.io/jokes/search?query=all,"When J. Robert Oppenheimer said ""I am become death, the destroyer Of worlds"", He was not referring to the atomic bomb. He was referring to the Chuck Norris halloween costume he was wearing."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris originally wrote the first dictionary. The definition for each word is as follows - A swift roundhouse kick to the face.
https://api.chucknorris.io/jokes/search?query=all,Magicians always have an extra trick up their sleeve. Chuck Norris has an extra pair of balls up his.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris discovered a new species of butterfy. The aptly named Chucknorrriscus Mortalitas (striking butterfly of death). It goes high into the air and takes a dramatic dive to crash into a human skull, literally splitting it open, giving the human only a few seconds to live after that. Then, it feeds on the human brain."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris once competed in the Iditarod Sled Dog Race pulling his team of 12 dogs, the sled, 4 SUVs, and a tank batallion. He finished 115 hours before the runner-up."
https://api.chucknorris.io/jokes/search?query=all,Neil Armstrong finally wore out Chuck Norris' patience.
https://api.chucknorris.io/jokes/search?query=all,Lance Armstrong finally admitted to his steroid use simply because Chuck Norris warned him that he would bite the other one off.
https://api.chucknorris.io/jokes/search?query=all,"When Chuck Norris was a bartender he invented a drink called the ""Colon Slammer"". It was made with Vodka and Prune juice."
https://api.chucknorris.io/jokes/search?query=all,"Little known fact: Chuck Norris was a massive Doors fan, and for a while used to insist on being called Chuck Norrison. Then he heard that the singer moved to France, then scared him to death in the bathtub."
https://api.chucknorris.io/jokes/search?query=all,All ten of Chuck Norris' fingers are middle fingers.
https://api.chucknorris.io/jokes/search?query=all,It is scientifically impossible for Chuck Norris to have had a mortal father. He went back in time and fathered himself.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris was at the zoo and accidentally fell into the lion pen. A fierce male lion charged up to Chuck, then politely showed him to the exit gate."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris lettered in 14 sports in high school. He would have had won letters in 15 if ass-kicking had been an officially recognized sport.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris can call himself on his own cell phone and not get a busy signal.
https://api.chucknorris.io/jokes/search?query=all,"When the power went out at a Dallas TX shopping mall, Chuck Norris single-handedly rescued 14 blondes that were trapped on the escalators."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris' balls make a pumpkin look like a bronze bb.
https://api.chucknorris.io/jokes/search?query=all,Only Chuck Norris is allowed to take a dump off the Golden Gate Bridge. Onlookers boating in the bay celebrate the event by getting shit faced before the party drinking begins.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris once launched a massive reverse roundhouse kick at a man's face, missed and struck a conrete wall. The man died anyway from the percussion shock."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris once thought that he a hemorrhoid on his asshole. When it fell off, he discovered is was actually a huge tick that died from blood poisoning."
https://api.chucknorris.io/jokes/search?query=all,Teenage Mutant Ninja Turtles is based on a true story: Chuck Norris once ate a whole turtle and when he crapped it out it was six feet tall and had learned karate.
https://api.chucknorris.io/jokes/search?query=all,"Before Chuck Norris was born, the martial arts weapons with two wooden rods attached to a chain were originally called Nunwaldos. Nobody knows what happened to Waldo but they are still looking for him."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris was at a drugstore recently and mistaken for an employee. A lady asked ""do you have cotton balls""? Chuck replied ""no ma'am, mine are solid meat""."
https://api.chucknorris.io/jokes/search?query=all,Michael Jordan is the Chuck Norris of basketball.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris can tgjiethgrvljhjdhntsrndkhjdkhkfghbjrdsnhwedjkwbnjdfss HAAAAAAAAAAAAAAAAAACK! STOP! PLEASE! I BEG UH He died. I knew what he was going to say. It's super secret. if anyone knows, they die. Oh, and he was using this software called ""Dragon"": it's a speech-to-text device. - Chuck Norris"
https://api.chucknorris.io/jokes/search?query=all,"When Chuck Norris goes to an ATM, the machine empties itself of all cash to Chuck Norris out of sheer terror."
https://api.chucknorris.io/jokes/search?query=all,"If you ever say 'have a nice day' to Chuck Norris, he will of course reply 'don't mind if I do' then immediately stab you in the throat with his car keys and enthusiastically bone your girlfriend as you die."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris buys all of his horses, long horn steers, feed and water at 7-11 convenience stores."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris calls creditors..they always pay
https://api.chucknorris.io/jokes/search?query=all,"I made an error for 5720. The world will not end, to probably everyone's relief. Here is the corrected version: Chuck Norris can tgjiethgrvljhjdhntsrndkhjdkhkfghbjrdsnhwedjkwbnjdfss HAAAAAAAAAAAAAAAAAACK! STOP! PLEASE! I BEG UH He died. I knew what he was going to say. It's super secret. If anyone knows, they die. Oh, and he was using this software called ""Dragon"": it's a speech-to-text device. - Chuck Norris"
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris can be totally understood by Russian people, by simply speaking plain english and adding a '-ski' at the end of every sentance."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris can crash your dorm party get all the women's attention and shit on the floor before he leaves, why? Because he's Chuck Norris."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris is the alpha and the omega. And all those other fruity letters.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris went up Niagara Falls in a barrel.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris actually smiles two or three times a year, proving that his facial muscles can withstand stresses which would pulp a regular human skull."
https://api.chucknorris.io/jokes/search?query=all,"If released, the four-hour Chuck Norris/Kim Kardashian sex-tape will literally break the internet."
https://api.chucknorris.io/jokes/search?query=all,There are lesser apes and greater apes. Chuck Norris is the greatest apes of them all.
https://api.chucknorris.io/jokes/search?query=all,"Only Expendables 2 earned its title as an All Star Movie, and that was merely by the introduction of Chuck Norris."
https://api.chucknorris.io/jokes/search?query=all,How do you get to Carnagie Hall? Chuck Norris.
https://api.chucknorris.io/jokes/search?query=all,God created Chuck Norris because Chuck Norris allowed him.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris visited Americas Toughest Prison for a vacation. After 30 seconds of fighting, all the inmates asked to be transferred to Death Row."
https://api.chucknorris.io/jokes/search?query=all,"In the movie Alien 5 the Asswhoopin', movie goers were astonished to see a small Chuck Norris burst out of an alien and proceed to kick the crap out of him."
https://api.chucknorris.io/jokes/search?query=all,"On February 15, 2013, Chuck Norris hit a home run out of Rangers Ballpark that made it to Chelyabinsk, Russia before exploding. New personal best."
https://api.chucknorris.io/jokes/search?query=all,"When Chuck Norris plays pokemon red, his starter pokemon choices are: Darkrai, Arceus, and Missingno. He, of course, takes them all and is ALREADY a pokemon champion."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris falls in a pit with hundreds of Rattlesnakes. The next day he emerges with Rattleskin boots,belt,hat,jacket and noticeable weight gain."
https://api.chucknorris.io/jokes/search?query=all,"If God knows all, sees all, and hears all, then God must be Chuck Norris."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris once developed a severe case of upset stomach after eating an entire live rhino. He had to pull the pin and swallow a live hand grenade just to be able to burp.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris made a pair of toy X-Ray vision glasses really work.
https://api.chucknorris.io/jokes/search?query=all,Facebook was originally Chuck Norris's personal webpage of pictures of the people he has roundhouse kicked in face.It filled up with so many people it leaked onto the internet.
https://api.chucknorris.io/jokes/search?query=all,"Bruce Lee didn't actually kill Chuck Norris, Chuck Norris was just bored of fighting so he took a nap"
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris has been there, done that, and got the t-shirt, cap, the mug and spoon set, and the woman who handed all that shit to him."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris is edgier than all the ghettos of Detroit.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris was the first actor cast to play John McClane, the movies were originally called ""Kills Easily"""
https://api.chucknorris.io/jokes/search?query=all,All is Chuck Norris and Chuck Norris is All.
https://api.chucknorris.io/jokes/search?query=all,An average guy going up against Chuck Norris would be like Woody Allen going into the ring with Mike Tyson.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris once started a forest fire by clanging the wrecking balls down his pants together.
https://api.chucknorris.io/jokes/search?query=all,"The so-called imaginary numbers used to be real numbers, till Chuck Norris roundhouse kicked them to oblivion. This incident is also responsible for most of the mysteries of the Universe."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris' balls are so big, that if Kayne West was in the same room with him their gravitational pull would attract Kayne West's tongue. Kayne West is such a girl, that if his tongue were to come into contact with Chuck Norris' balls, he would instinctively begin licking them like a $2 ho."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris can run so fast, he can actually shoot an apple off of his own head"
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris completed his bucket list when he was 14. He officially retired that year.
https://api.chucknorris.io/jokes/search?query=all,Once Chuck Norris installed an internet in his windmill.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris is allowed to put Baby in the corner.
